Beds,Bath,Sqft,Price,Address,Province,Region
,,,500000.0,"MISSISSAUGA, ON// Arte Condos available for booking // Great Investment Opportunity ",ON,Central Canada
,2.0,,349900.0,3895 FIRELANE 14,ON,Central Canada
,,,279900.0,"witlock, lasalle ",ON,Central Canada
,,,418900.0,MISSISSAUGA-ON// M CITY CONDO// UNITS AVAILABLE WITH EXTENDED DEPOSIT STRUCTURE// GREAT INVESTMENT ,ON,Central Canada
,,,359900.0,49 SOG-JE-WA-SA Drive ,ON,Central Canada
,,,317000.0,58 Myles Drive ,ON,Central Canada
,,,249900.0,7771 LAWRENCE ST.  ,ON,Central Canada
,,,199000.0,896 ELMSMERE RD #9 ,ON,Central Canada
,,,329900.0,900 Dynes ,ON,Central Canada
,,,400000.0,TORONTO- PRIME CONDO for Sale in The Heart of DownTown for Sale // Very Competitive Price ,ON,Central Canada
,,,400000.0,TORONTO-ON// The Manderley Condos Starting from High 400K (38% cheaper than DownTown Price). ,ON,Central Canada
,,,499900.0,2427 SOUTHVALE CRESCENT ,ON,Central Canada
,,,227000.0,2020 JASMINE CRESCENT ,ON,Central Canada
,,,439000.0,12 Main Street ,ON,Central Canada
,,,55000.0,7318 Highway 26 ,ON,Central Canada
,,,299000.0,3275 SWALE RD ,ON,Central Canada
,,,500000.0,BeauSoleil Condos ,ON,Central Canada
,,,500000.0,1740 Thomas A Dolan Parkway ,ON,Central Canada
,,,394900.0,264 Dufferin St. ,ON,Central Canada
,,,418998.0,920 DYNES ROAD ,ON,Central Canada
,,,199900.0,LT 3 Fairlawn Grove ,ON,Central Canada
,,,469900.0,"Manderley Drive, Toronto, ON1 ",ON,Central Canada
,,,448000.0,17 Cripps Ave Toronto ,ON,Central Canada
,,,500000.0,"Mississauga-ON, Condos for Sale in the Heart of Mississauga ",ON,Central Canada
,,,274900.0,77 Queenston ST ,ON,Central Canada
,,,175000.0,574 Yonge st ,ON,Central Canada
,,,399900.0,102 DREANEY Avenue ,ON,Central Canada
,,,499900.0,1021 COUPLAND Road ,ON,Central Canada
,,390.0,74500.0,No address available ,ON,Central Canada
,,,299900.0,628195B Side Road 15 ,ON,Central Canada
,,,409000.0,"296 13th St W, Owen Sound ",ON,Central Canada
,,,419000.0,"500 CLARIDGE DR #301, Nepean ",ON,Central Canada
,,,399900.0,"BARRIE - ON, Great Investment Opportunity, Book with 5 Year Rental Guarantee Package ",ON,Central Canada
,1.0,,459000.0,219 Fort York Blvd ,ON,Central Canada
,,,299900.0,LOT 15 HWY 7 RD ,ON,Central Canada
,,,474000.0,Dundas St W & Hurontario St ,ON,Central Canada
,,,359900.0,Lot 5 Bertie Street ,ON,Central Canada
,,,350000.0,Elsie Lake ,ON,Central Canada
,,,399000.0,20 Edgecliff Golfway ,ON,Central Canada
,,19000.0,175000.0,904 Lacroix Rd. ,ON,Central Canada
,,,474900.0,860 Cahill Dr. W ,ON,Central Canada
,,,359900.0,0 Metcalfe Lane ,ON,Central Canada
,,,224777.0,69/71 Polish Ave ,ON,Central Canada
,,,229900.0,2000 JASMINE CRESCENT #708 ,ON,Central Canada
,,,210000.0,3748 Champlain Street ,ON,Central Canada
,,,399990.0,"200 INLET PVT #907, Orleans ",ON,Central Canada
,,,500000.0,3576 Errington Ave - Chelmsford ,ON,Central Canada
,,,49000.0,1131 BAXTER RD ,ON,Central Canada
,1.0,473.0,485000.0,3891 Redmond Rd M4 Condos ,ON,Central Canada
,2.0,,179900.0,8 Feltz RD ,ON,Central Canada
,,,192500.0,10873 Sinclair LINE ,ON,Central Canada
,,,185000.0,173 NOBEL Road ,ON,Central Canada
,,,149000.0,995 Redford RD ,ON,Central Canada
,,,45000.0,199 SLATER Street #1813 ,ON,Central Canada
,,,149900.0,285 Wellington STREET East ,ON,Central Canada
,,,349900.0,67 HOARES Road ,ON,Central Canada
,,,119900.0,6902 Highway 11 N ,ON,Central Canada
,,,189900.0,478 Trout Lake RD ,ON,Central Canada
,2.0,,499900.0,76 KENT Street S ,ON,Central Canada
,,,499999.0,1260 Trowbridge Dr Oshawa Ontario  ,ON,Central Canada
,1.0,,185000.0,4482 Bidwell Road ,ON,Central Canada
,,,249900.0,4224 ARDOCH RD Lot 2,ON,Central Canada
,,,285000.0,Lot #50 Alta Vista Drive ,ON,Central Canada
,,2400.0,240000.0,6048 Lambton LINE ,ON,Central Canada
,,,380000.0,3285 Hiawatha Ave ,ON,Central Canada
,,,500000.0,310 NOAH'S Road ,ON,Central Canada
,,,360000.0,10 Robins Ave ,ON,Central Canada
,,,165000.0,58 Cave DR ,ON,Central Canada
,,,350000.0,B415 PART Island ,ON,Central Canada
,,,249000.0,896 JULIUS LAKE RD ,ON,Central Canada
,,,75000.0,1190 HALEY ROAD ,ON,Central Canada
,,,159900.0,2 JESSIE Street ,ON,Central Canada
,,,249900.0,4224 Ardoch Rd Lot 2,ON,Central Canada
,2.0,,374000.0,104 MAIKA Road ,ON,Central Canada
,,,399900.0,Pine Shores RD ,ON,Central Canada
,,,500000.0,420 LANDRY RD ,ON,Central Canada
,,,15500.0,7728 COYNE Road ,ON,Central Canada
,,,450000.0,202 CHARING CROSS Street ,ON,Central Canada
,1.0,1200.0,199000.0,11 VICTORIA STREET ,ON,Central Canada
,,,179900.0,1345 McCormick ROAD ,ON,Central Canada
,,,295000.0,41 Alta Vista Drive ,ON,Central Canada
,1.0,,345000.0,2822 Lakeshore Rd ,ON,Central Canada
,,,500000.0,420 Landry Rd ,ON,Central Canada
,,,319900.0,2422 ROUND LAKE ROAD ,ON,Central Canada
,1.0,,99000.0,839 RED PINE LANE ,ON,Central Canada
,,,399900.0,1339 PETERSON Road ,ON,Central Canada
,,,399000.0,62 BEECHWOOD Avenue ,ON,Central Canada
,1.0,,189000.0,4333 Highway 551 ,ON,Central Canada
,2.0,,475000.0,85 Ontario ,ON,Central Canada
,3.0,,325000.0,252 ALGOMA ST S ,ON,Central Canada
,,,499900.0,839 Old Tecumseh ,ON,Central Canada
,,,299000.0,N/A SIBBALD CRES ,ON,Central Canada
,,,120000.0,6 Victoria ST ,ON,Central Canada
,,1300.0,499900.0,4074 St. James Avenue ,ON,Central Canada
,,,79900.0,1 Ibottson Rd ,ON,Central Canada
,,,295000.0,46 Alta Vista Drive ,ON,Central Canada
,,,199000.0,6343 HIGHWAY 35 RD ,ON,Central Canada
,2.0,1400.0,399900.0,351 Scott St ,ON,Central Canada
,,,599900.0,12682 LANOUE STREET ,ON,Central Canada
,,,600000.0,5850 MITCH OWENS RD ,ON,Central Canada
,,,649000.0,Hwy 10 & Burnhamthorpe ,ON,Central Canada
,,,569000.0,736 Bay Street ,ON,Central Canada
,,,517990.0,FourMe Condos ,ON,Central Canada
,,560.0,592000.0,689 The Queensway ,ON,Central Canada
,,,700000.0,231 Reach Street ,ON,Central Canada
,,,559000.0,2200 Bromsgrove Rd ,ON,Central Canada
,,,500000.0,"MISSISSAUGA, ON// Arte Condos available for booking // Great Investment Opportunity ",ON,Central Canada
,,,598500.0,2937 Princess ,ON,Central Canada
,2.0,,649900.0,743 Canterbury Avenue ,ON,Central Canada
,,,600900.0,The Dylan Condos HOT LIST - The Best Price & Value South of The 401 ,ON,Central Canada
,1.0,,527990.0,395 Bloor St E ,ON,Central Canada
,,,530000.0,550 Webb Dr ,ON,Central Canada
,,,689000.0,44 GLAMORGAN DR ,ON,Central Canada
,,,694000.0,111 QUEEN MARY ST ,ON,Central Canada
,,,699000.0,3113 SWALE RD ,ON,Central Canada
,,1100.0,519999.0,2616 Leonard St ,ON,Central Canada
,,,630900.0,Untitled Condos - Insider VIP Access - Yonge/Eglinton ,ON,Central Canada
,,,599000.0,5495 BOUNDARY RD ,ON,Central Canada
,,,500000.0,BeauSoleil Condos ,ON,Central Canada
,,,695000.0,Bayview at the Village - From Mid $400s - BAYVIEW AND SHEPPARD AVE E ,ON,Central Canada
,1.0,,539000.0,75 St Nicholas St ,ON,Central Canada
,,,500000.0,1740 Thomas A Dolan Parkway ,ON,Central Canada
,,,599900.0,17 KEATES Place ,ON,Central Canada
,,,549900.0,20 Abernethy Cres ,ON,Central Canada
,,1954.0,548800.0,632 YONGE ST ,ON,Central Canada
,1.0,,568800.0,87 Peter St ,ON,Central Canada
,,,500000.0,"Mississauga-ON, Condos for Sale in the Heart of Mississauga ",ON,Central Canada
,,,699900.0,No address available ,ON,Central Canada
,,,694900.0,"24 Desnoyers Street, Casselman, ON ",ON,Central Canada
,,,699900.0,69 Farmstead Dr ,ON,Central Canada
,,,549000.0,210 ARMON DARIA LA ,ON,Central Canada
,,,549900.0,4787 COUNTY RD 4 Road ,ON,Central Canada
,,,599000.0,101 Byng Avenue ,ON,Central Canada
,,1600.0,699000.0,1485 Gulleden Dr ,ON,Central Canada
,,,550000.0,11129 Timber Bay ,ON,Central Canada
,,,610000.0,No address available ,ON,Central Canada
,,,560000.0,"TORONTO-// DISTRICT CONDO FOR SALE ( FEW UNITS LEFT/ LOT OF INCENTIVES, POSSESSION IN 2022) ",ON,Central Canada
,,,699900.0,46 DUNDAS Street W ,ON,Central Canada
,,,699900.0,200 Robert Speck Parkway ,ON,Central Canada
,,,649800.0,256 John Garland Blvd ,ON,Central Canada
,,,509990.0,"NiagaraFalls ON, // Pre-construction Condo for Sale// Great Investment Opportunity ",ON,Central Canada
,,,689000.0,46 Lansing St ,ON,Central Canada
,,,699900.0,No address available ,ON,Central Canada
,,,689900.0,121 FLAT SEDGE CRESENT ,ON,Central Canada
,,,699000.0,253 CAYMAN ROAD ,ON,Central Canada
,,,500000.0,3576 Errington Ave - Chelmsford ,ON,Central Canada
,,,625000.0,2025 MEADOWGATE Boulevard ,ON,Central Canada
,,,700000.0,35 Lurcook St ,ON,Central Canada
,,,550000.0,798 JACKSONVILLE RD ,ON,Central Canada
