Beds,Bath,Sqft,Price,Address,Province,Region,Latitude,Longitude,Location
3.0,1.0,1630.0,225000.0,1368 forties rd. ,NS,Atlantic region,44.73421590607276,-64.53980684391512,"1368, Forties Road, Forties, Chester District Municipality, Lunenburg County, Nova Scotia, B0J 2M0, Canada"
2.0,1.0,944.0,174500.0,111 lakeshore dr. ,NS,Atlantic region,44.7019098,-63.7284751147736,"111, Lakeshore Drive, Kingswood, Hammonds Plains, Halifax Regional Municipality, Halifax County, Nova Scotia, B4B 1X1, Canada"
4.0,2.0,4000.0,599000.0,1734 hwy 1 ,NS,Atlantic region,43.92664911790661,-66.10820905431348,"1734, Highway 1, Wellington, Yarmouth Municipal District, Yarmouth County, Nova Scotia, B0W 1X0, Canada"
5.0,2.0,2721.0,690000.0,2591 clarence road ,NS,Atlantic region,44.90434032588968,-65.21843098914215,"2591, Clarence Road, Central Clarence, Municipality of the County of Annapolis, Annapolis County, Nova Scotia, B0S 1M0, Canada"
15.0,6.0,6630.0,495000.0,4616 highway 1 weymouth ,NS,Atlantic region,44.41111729197513,-65.99578783018084,"4616, Highway 1, Weymouth, Digby Municipal District, Digby County, Nova Scotia, Canada"
5.0,3.0,3000.0,1295000.0,1218 lake pleasant rd ,NS,Atlantic region,44.56096552427477,-64.84347120234645,"1218, Lake Pleasant Road, Pleasant River Lake, Municipality of the District of Lunenburg, Lunenburg County, Nova Scotia, Canada"
4.0,2.0,3800.0,849000.0,58 pipers lane ,NS,Atlantic region,46.23683339217818,-61.28021017295488,"58, Pipers Lane, Inverside, Municipality of the County of Inverness, Inverness County, Nova Scotia, B0E 1N0, Canada"
5.0,5.0,2700.0,499950.0,372 st george st ,NS,Atlantic region,44.74240775,-65.51615788104628,"372, St George Street, Annapolis Royal Heritage Area, Annapolis Royal, Town of Annapolis Royal, Annapolis County, Nova Scotia, B0S 1A0, Canada"
4.0,4.0,3060.0,349900.0,79 glenmore road ,NS,Atlantic region,45.0483443,-63.14593309999999,"79, Glenmore Road, Middle Musquodoboit, Halifax Regional Municipality, Halifax County, Nova Scotia, B0N 1X0, Canada"
4.0,1.0,1929.0,449900.0,8 & 12 merrys road ,NS,Atlantic region,45.10321302113088,-64.94678609326277,"8, Merrys Road, Morden, Municipality of the County of Kings, Kings County, Nova Scotia, B0P 1C0, Canada"
3.0,2.0,1709.0,250000.0,18 cole drive ,NS,Atlantic region,44.6764292,-63.4788413,"18, Cole Drive, Forest Hills, Cole Harbour, Halifax Regional Municipality, Halifax County, Nova Scotia, B2V 1T7, Canada"
4.0,3.0,2636.0,299900.0,122 thornhill drive ,NS,Atlantic region,44.6072066,-63.61692712919945,"122, Thornhill Drive, Thornhill, Spryfield, Halifax, Nova Scotia, B3R 2J3, Canada"
3.0,2.0,1408.0,249900.0,12 ridgecrest drive ,NS,Atlantic region,44.6908116,-63.5041674,"12, Ridgecrest Drive, Woodlawn Heights, Woodlawn, Dartmouth, Nova Scotia, B2W 2L5, Canada"
4.0,3.0,1938.0,199000.0,193 shore road ,NS,Atlantic region,44.0313411,-64.6969936,"193, Shore Road, Mersey Point, Region of Queens Municipality, Queens County, Nova Scotia, B0T 1K0, Canada"
3.0,3.0,1699.0,349900.0,29 orcadian court ,NS,Atlantic region,44.69047575,-63.49315985,"29, Orcadian Court, Cole Harbour, Halifax Regional Municipality, Halifax County, Nova Scotia, B2W 4X6, Canada"
5.0,3.0,2857.0,499900.0,21 winston drive ,NS,Atlantic region,44.5665626,-63.56475401041932,"21, Winston Drive, Herring Cove, Nova Scotia, B3V 1J2, Canada"
4.0,3.0,2053.0,599900.0,119 midnight run ,NS,Atlantic region,44.7823709,-63.7341207,"119, Midnight Run, Indigo Shores, Middle Sackville, Halifax Regional Municipality, Halifax County, Nova Scotia, B4E 0S2, Canada"
4.0,4.0,2888.0,659900.0,111 waxwing lane ,NS,Atlantic region,44.7953859,-63.7482746,"111, Waxwing Lane, Indigo Shores, Middle Sackville, Nova Scotia, B4E 0R6, Canada"
4.0,4.0,2430.0,449900.0,65 pearl drive ,NS,Atlantic region,44.6467313,-63.47483810177049,"65, Pearl Drive, Colby South, Colby Village, Cole Harbour, Halifax Regional Municipality, Halifax County, Nova Scotia, B2V 2W7, Canada"
5.0,2.0,1600.0,139000.0,16 hemlock drive ,NS,Atlantic region,44.6420703,-64.5528621,"16, Hemlock Drive, Forties, Chester District Municipality, Lunenburg County, Nova Scotia, B0J 2M0, Canada"
2.0,1.0,1162.0,99000.0,5902 west dalhousie road ,NS,Atlantic region,44.7116229,-65.1459487,"5902, West Dalhousie Road, West Dalhousie, Municipality of the County of Annapolis, Annapolis County, Nova Scotia, B0S 1A0, Canada"
3.0,1.0,1046.0,250000.0,622 bennetts bay road ,NS,Atlantic region,45.21985087781373,-64.44740588277115,"622, Bennetts Bay Road, Bennett Bay, Municipality of the County of Kings, Kings County, Nova Scotia, B0P 1H0, Canada"
4.0,2.0,2166.0,349900.0,29 marlboro drive ,NS,Atlantic region,44.363374597016495,-64.51588448639978,"29, Marlboro Drive, Bridgewater, Town of Bridgewater, Lunenburg County, Nova Scotia, B4V 6X3, Canada"
8.0,5.0,6200.0,975000.0,610 main street ,NS,Atlantic region,46.2392241,-60.2223591,"610, Main Street, Sydney Mines, Cape Breton Regional Municipality, Cape Breton County, Nova Scotia, B1V 2A7, Canada"
4.0,3.0,1843.0,419900.0,60 talon drive ,NS,Atlantic region,45.095752542374136,-64.48125180519698,"60, Talon Drive, North Kentville, Municipality of the County of Kings, Kings County, Nova Scotia, B4N 0A6, Canada"
3.0,2.0,1720.0,299900.0,16 spruce drive ,NS,Atlantic region,44.6248093,-63.44362703048108,"16, Spruce Drive, Oceanview Estates, Cow Bay, Halifax Regional Municipality, Halifax County, Nova Scotia, B3G 1K1, Canada"
5.0,4.0,3284.0,549000.0,782 heckmans island road ,NS,Atlantic region,44.38233457205925,-64.24605080096404,"782, Heckmans Island Road, Heckmans Island, Municipality of the District of Lunenburg, Lunenburg County, Nova Scotia, B0J 2C0, Canada"
3.0,2.0,1350.0,149900.0,47 cottage street ,NS,Atlantic region,44.98053354093573,-64.12823625148455,"47, Cottage Street, Windsor, Region of Windsor and West Hants Municipality, Hants County, Nova Scotia, B0N 2T0, Canada"
5.0,2.0,2268.0,399900.0,2 serocco crescent ,NS,Atlantic region,44.691502,-63.48509323874771,"2, Serocco Crescent, Westphal, Halifax Regional Municipality, Halifax County, Nova Scotia, B2W 6G2, Canada"
2.0,1.0,1441.0,1200000.0,87 giles drive ,NS,Atlantic region,44.7286424,-63.70483705,"87, Giles Drive, Bedford, Halifax Regional Municipality, Halifax County, Nova Scotia, B4B 1B9, Canada"
4.0,4.0,2545.0,645000.0,65 herring cove road ,NS,Atlantic region,44.6337583,-63.6198532047619,"65, Herring Cove Road, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3N 1P9, Canada"
3.0,1.0,1562.0,159900.0,2241 north wallace road ,NS,Atlantic region,45.82704574141795,-63.48713219807904,"2241, North Wallace Road, North Wallace, Municipality of the County of Cumberland, Cumberland County, Nova Scotia, B0K 1Y0, Canada"
5.0,2.0,2231.0,389900.0,133 white hills run ,NS,Atlantic region,44.7479623,-63.80415385873016,"133, White Hills Run, Glen Arbour, Hammonds Plains, Halifax Regional Municipality, Halifax County, Nova Scotia, B4B 1W6, Canada"
1.0,2.0,1330.0,399000.0,5 jaycor court ,NS,Atlantic region,44.5288598,-63.8062918,"5, Jaycor Court, Bayside, Nova Scotia, B3Z 0H3, Canada"
3.0,2.0,1192.0,224900.0,177 flying cloud drive ,NS,Atlantic region,44.6856337,-63.4939267,"177, Flying Cloud Drive, Forest Hills, Cole Harbour, Nova Scotia, B2W 4T4, Canada"
2.0,1.0,770.0,79900.0,7 autumn street ,NS,Atlantic region,44.39028503943504,-64.51429712884222,"7, Autumn Street, Bridgewater, Town of Bridgewater, Lunenburg County, Nova Scotia, B4V 4G8, Canada"
3.0,1.0,1300.0,210000.0,41 rand street ,NS,Atlantic region,45.0596627,-64.624198,"41, Rand Street, Cambridge Village, Cambridge, Municipality of the County of Kings, Kings County, Nova Scotia, B4R 1B7, Canada"
3.0,1.0,952.0,169900.0,34 campbell avenue ,NS,Atlantic region,44.6617766,-63.53398235,"34, Campbell Avenue, Maple Ridge Estates, Portland Estates, Dartmouth, Nova Scotia, B2Y 2A9, Canada"
3.0,1.0,1120.0,849000.0,2899 cornwall road ,NS,Atlantic region,44.51714043246689,-64.5591152051857,"2899, Cornwall Road, Middle New Cornwall, Municipality of the District of Lunenburg, Lunenburg County, Nova Scotia, B0R 1A0, Canada"
3.0,1.0,1895.0,265000.0,55 christies road ,NS,Atlantic region,44.6629455,-63.948594,"55, Christies Road, Boutiliers Point, Nova Scotia, B3Z 1S2, Canada"
4.0,4.0,2720.0,719900.0,83 tilbury avenue ,NS,Atlantic region,44.7100461,-63.69975105,"83, Tilbury Avenue, Cascades Park, Bedford, Halifax Regional Municipality, Halifax County, Nova Scotia, B4B 0Y1, Canada"
3.0,2.0,2005.0,196000.0,84 official row ,NS,Atlantic region,46.18893420157076,-60.021023510225554,"84, Official Row, Reserve Rows, Reserve Mines, Cape Breton Regional Municipality, Cape Breton County, Nova Scotia, B1E 1K2, Canada"
3.0,2.0,440.0,349900.0,116 halewood drive ,NS,Atlantic region,45.00044377446809,-64.18423379361703,"116, Halewood Drive, Region of Windsor and West Hants Municipality, Hants County, Nova Scotia, B0P 1L0, Canada"
3.0,2.0,1268.0,250000.0,21 hillcrest avenue ,NS,Atlantic region,44.7580335,-63.66572780099388,"21, Hillcrest Avenue, Lower Sackville, Nova Scotia, B4C 1W9, Canada"
2.0,1.0,952.0,239900.0,308 highway 2 ,NS,Atlantic region,45.13326158887272,-63.35666104255187,"308, Highway 2, Stewiacke, Town of Stewiacke, Colchester County, Nova Scotia, B0N 2J0, Canada"
2.0,1.0,1106.0,69000.0,148 new road ,NS,Atlantic region,43.8680001,-66.0984922,"148, New Road, Brooklyn, Yarmouth Municipal District, Yarmouth County, Nova Scotia, B0W 1X0, Canada"
2.0,1.0,1112.0,139900.0,465 main street ,NS,Atlantic region,43.8408501,-66.1188535,"465, Main Street, Downtown, Yarmouth, Town of Yarmouth, Yarmouth County, Nova Scotia, B5A 1H6, Canada"
4.0,4.0,2396.0,755000.0,116 elizabeth doane drive ,NS,Atlantic region,44.7049563,-63.711679385,"116, Elizabeth Doane Drive, Bedford West, Bedford, Halifax Regional Municipality, Halifax County, Nova Scotia, B4B 0Z9, Canada"
4.0,4.0,2488.0,659900.0,123 capstone crescent ,NS,Atlantic region,44.7198755,-63.7042632,"123, Capstone Crescent, Stonington Park, Bedford, Halifax Regional Municipality, Halifax County, Nova Scotia, B4B 0H1, Canada"
3.0,1.0,1416.0,59900.0,54 chapel street ,NS,Atlantic region,45.33372130087672,-60.98937301228592,"54, Chapel Street, Canso, Guysborough District Municipality, Guysborough County, Nova Scotia, B0H 1H0, Canada"
3.0,1.0,1404.0,299900.0,53 elm street ,NS,Atlantic region,44.675406,-63.4986115,"53, Elm Street, Highland Acres, Cole Harbour, Nova Scotia, B2W 2K4, Canada"
3.0,4.0,1688.0,389900.0,2b rockhaven drive ,NS,Atlantic region,44.6797731,-63.6592435,"2B, Rockhaven Drive, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3M 2W3, Canada"
3.0,3.0,2413.0,520000.0,17 highland avenue ,NS,Atlantic region,45.089714,-64.3638787,"17, Highland Avenue, Wolfville, Town of Wolfville, Kings County, Nova Scotia, B4P 2R6, Canada"
4.0,3.0,2815.0,574900.0,15 liscomb court ,NS,Atlantic region,44.67330045,-63.5126839010666,"15, Liscomb Court, Woodlawn, Dartmouth, Halifax Regional Municipality, Halifax County, Nova Scotia, B2W 4G8, Canada"
4.0,1.0,1259.0,59900.0,36 pierce street ,NS,Atlantic region,46.207214,-60.255562,"36, Pierce Street, North Sydney, Cape Breton Regional Municipality, Cape Breton County, Nova Scotia, B2A 1C2, Canada"
3.0,2.0,2280.0,425000.0,64 robert street ,NS,Atlantic region,44.8320253,-63.60633119599648,"64, Robert Street, Schwarzwald Heights, Fall River, Halifax Regional Municipality, Halifax County, Nova Scotia, B2T 1H7, Canada"
2.0,1.0,613.0,275000.0,4065 medway river road ,NS,Atlantic region,44.24089291761912,-64.82091398937234,"4065, Medway River Road, Bangs Falls, Region of Queens Municipality, Queens County, Nova Scotia, B0T 1E0, Canada"
5.0,2.0,2235.0,349000.0,137 highway 12 ,NS,Atlantic region,44.57008169257767,-64.31198322750373,"137, Highway 12, Chester Basin, Chester District Municipality, Lunenburg County, Nova Scotia, B0J 1K0, Canada"
3.0,2.0,2228.0,399000.0,424 county line road ,NS,Atlantic region,45.67811517978442,-61.21204769343058,"424, County Line Road, Cleveland, Municipality of the County of Richmond, Richmond County, Nova Scotia, B0E 1J0, Canada"
4.0,2.0,1980.0,299900.0,87 brookview drive ,NS,Atlantic region,44.66534853080448,-63.47434898354542,"87, Brookview Drive, Cole Harbour, Halifax Regional Municipality, Halifax County, Nova Scotia, B2V 2V6, Canada"
4.0,2.0,1820.0,359900.0,103 brentwood avenue ,NS,Atlantic region,44.6524069,-63.73780889999999,"103, Brentwood Avenue, Greenwood Heights, Timberlea, Nova Scotia, B3T 1E5, Canada"
4.0,2.0,1400.0,289000.0,24 rannoch road ,NS,Atlantic region,44.6914432,-63.53602715904587,"24, Rannoch Road, Tam O'Shanter Ridge, Port Wallace, Dartmouth, Halifax Regional Municipality, Halifax County, Nova Scotia, B2X 1J6, Canada"
3.0,1.0,1298.0,389900.0,67 hazelhurst street ,NS,Atlantic region,44.66493895,-63.55663876960705,"67, Hazelhurst Street, Cheltonham Court, Downtown Dartmouth, Dartmouth, Nova Scotia, B2Y 3N1, Canada"
3.0,2.0,1650.0,525000.0,1041 ridge road ,NS,Atlantic region,45.202760685217214,-63.04274975651504,"1041, Ridge Road, South Branch, Municipality of Colchester, Colchester County, Nova Scotia, B0N 2P0, Canada"
3.0,4.0,2027.0,739900.0,2033 bauer street ,NS,Atlantic region,44.650315500000005,-63.5846971557832,"2033, Bauer Street, Downtown Halifax, Halifax, Nova Scotia, B3K 1B6, Canada"
5.0,2.0,1180.0,199000.0,17 eleventh street ,NS,Atlantic region,44.7468763,-63.7453133,"17, Eleventh Street, Timber Trails, Lucasville, Nova Scotia, B4B 1R6, Canada"
3.0,1.0,1356.0,279000.0,47 keddy bridge road ,NS,Atlantic region,44.456537779119074,-64.37450314990727,"47, Keddy Bridge Road, Oakland, Municipality of the District of Lunenburg, Lunenburg County, Nova Scotia, B0J 2E0, Canada"
2.0,2.0,1080.0,479500.0,28 osprey lane ,NS,Atlantic region,44.40281196059242,-64.30058565373494,"28, Osprey Lane, Second Peninsula, Municipality of the District of Lunenburg, Lunenburg County, Nova Scotia, B0J 2C0, Canada"
3.0,1.0,1400.0,269000.0,1672 granville road ,NS,Atlantic region,44.678638880954296,-65.70828445217465,"1672, Granville Road, Port Wade, Municipality of the County of Annapolis, Annapolis County, Nova Scotia, B0S 1A0, Canada"
3.0,2.0,1800.0,495000.0,40 jessie hardy lane ,NS,Atlantic region,45.77591017132404,-60.21692802307168,"40, Jessie Hardy Lane, Gabarus Lake, Cape Breton Regional Municipality, Cape Breton County, Nova Scotia, Canada"
3.0,2.0,2340.0,475000.0,1268 waverley road ,NS,Atlantic region,44.7482545,-63.56342890968984,"1268, Waverley Road, Stonehedges Estates, Frame Subdivision, Waverley, Halifax Regional Municipality, Halifax County, Nova Scotia, B2R 1W5, Canada"
2.0,1.0,1002.0,170000.0,7933 highway 1 meteghan ,NS,Atlantic region,44.1802051,-66.175681,"7933, Highway 1, Meteghan, Clare Municipal District, Digby County, Nova Scotia, B0W 2J0, Canada"
2.0,2.0,2380.0,279900.0,36 harbourview drive ,NS,Atlantic region,43.89504140021823,-64.80856747339098,"36, Harbourview Drive, South West Port Mouton, Region of Queens Municipality, Queens County, Nova Scotia, B0T 1T0, Canada"
4.0,2.0,2337.0,399000.0,1579 cole harbour road ,NS,Atlantic region,44.6743945,-63.46393094230096,"1579, Cole Harbour Road, Cole Harbour, Nova Scotia, B2Z 1B9, Canada"
2.0,1.0,1754.0,319900.0,124 main street ,NS,Atlantic region,44.0401231,-64.7130758,"124, Main Street, Liverpool, Region of Queens Municipality, Queens County, Nova Scotia, B0T 1K0, Canada"
